Area,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Albania,6.1,17,4.2,9.4,11.9,4.5,3.4,7.3,5.285,10.2,17.8,36.2,34.4,16.3,13.2,12.1,3.1,14.8,21,19.4,15.2,15.1,9.8,20.1,18.5,27.7,34,40.1,47.5,46.6,47.562162,54.08229,74.364825,51.280186,30.82444,50.442161,62.264117,59.247055
Bosnia and Herzegovina,,,,,,,,,,,,,15.2,39,28.3,58.4,102.3,40.1,44.1,42.5,43,31.9,21.1,27.6,17.6,51.4,20.2,34.1,21.2,26.2,21.331785,15.869518,38.481079,46.080139,27.548244,29.774787,27.593176,46.60245
Bulgaria,258.3,106.4,65.8,43.9,104,96.5,88.7,127.3,181.005,84.3,142.1,85.9,115.3,109.9,131.8,137.6,104.5,115.2,136.8,107.7,109.9,101.4,155.8,171.8,268.1,293,306.1,509.3,224.8,169.9,258.589821,248.545279,307.323074,358.77689,289.474255,269.079323,381.91096,370.281419
Croatia,,,,,,,,,,,,,102.4,146.9,140,105.9,138.7,96.7,115.3,91.4,109.7,78.3,196.8,130.2,158.5,146.6,246.9,466.8,203.2,311.8,511.383383,310.054427,308.961839,339.592081,331.933146,285.673755,444.23673,615.149296
Czechoslovakia,82.5,83.7,59,58.4,62.8,92.5,47.2,55.1,53.682,89.2,124.1,413.2,2.8,,63.8,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,,,,,,,406.4,4.1,0.621,0.8,2,3,0.4,0.2,0.3,1.6,0.7,3.2,,3.4,19.9,4.8,13.5,9.2,2.4,4,2.8,14.4,9.9,2,3.560628,1.627283,2.453563,2.360974,2.336863,2.574627,2.032528,2.409486
Gibraltar,53.2,47,27.5,3.9,12.5,32.5,3.9,6,2.332,31.9,10.4,11.4,8.8,23.1,18.4,11.8,8.7,8.8,4.3,15.1,10.4,25.6,14,137.9,163.3,301.4,594.1,2640.8,1559.8,1845.7,3148.591117,5109.05846,3576.385347,2530.894164,2005.485321,1771.706803,1131.110616,1290.154123
Hungary,78,68.4,110.4,88.2,94.5,98.1,95.2,77.8,121.608,156.7,256.4,294.8,434.1,308.77,295.5,330.7,485.7,482.4,501,569.7,686.5,688,934.1,1142,1021.5,1188.2,1291.7,1431.2,1231.6,1290.4,1479.338284,1566.156776,1726.910687,1842.809285,1714.321978,1842.735941,1889.597404,1751.646038
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11.2,15.572116,20.832234,14.544129,16.343893,19.743318,18.345452,8.716895,18.886355
"Macedonia, FYR",,,,,,,,,,,,,11.3,14,21.3,14.2,33.8,14.9,52.5,65.5,33,18.7,26.3,21.4,31.5,22.6,33.5,36.1,34.9,33.6,29.456706,21.1175,54.778259,33.850337,30.941352,45.784463,40.436948,41.37101
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,53.1,36.6,14.5,17.673009,12.397402,21.683955,18.179413,11.133957,16.716983,7.036413,63.343263
Poland,681.6,295.4,323.7,318.3,237.9,151,238.8,301.6,414.035,406.5,458.2,636.8,916.4,625.3,776.3,967.8,1170.5,881.7,837.6,766.6,788.3,687.1,758.7,927.8,1266.5,1960.5,3122.6,4131.4,2304.9,2980.1,3143.110865,3346.364002,3778.190993,3660.284515,3718.121551,3661.005994,4527.490784,5413.47102
Romania,504.3,223.9,186.3,248.5,208.1,251,192.8,202.2,155.55,369,209.1,248.3,323.5,337,256.2,266.1,254.3,339.7,188.8,260.3,374.6,248.5,366.7,501.8,631.7,550.1,680.4,1048.7,671.5,730.9,918.551681,832.745398,746.523107,977.462223,754.360106,714.064953,948.13687,1108.24119
"Serbia, Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,109.6,207.2,110.6,104.2,126.632272,127.658133,141.97344,135.109189,126.106528,145.185722,93.179332,165.737607
Serbia and Montenegro,,,,,,,,,,,,,,,,45.1,49,74,58.2,34.2,55.2,78.1,50,142.9,61.2,,,,,,,,,,,,,
Turkey,789.2,867.9,783.5,1249.1,1294.6,1159.5,1482.4,1839.7,2003.764,2253.1,2423.6,2729.9,3433.7,2753.5,2727.3,2886.1,3539.5,3512.6,3165.5,3777.5,3106.6,3106.7,2904.3,3361,4274.1,5729.5,6585.4,10439.8,7089.1,10546.6,14695.21437,12474.72721,12073.35156,11645.44094,9556.327109,9379.172434,9750.819527,10194.01909
"Yugoslavia, SFR",648.2,493.9,571.7,431.9,594.7,528,321.3,531.2,501.208,565.8,370.5,311.1,1.2,0.4,52.3,,,,,,,,,,,,,,,,,,,,,,,
CIS,2431.6,2592.6,2002.9,3284,2422.8,1247.6,1479.7,2757.2,4271.218,3087.6,3577.6,3540.8,3836.6,3388.7,3747.9,4785.2,4675.7,4626.1,3227.5,3324.9,3836.6,3837.5,3694,4833.9,5867.3,7081.8,10641.5,13822.7,8199.5,9164.3,12946.37999,15329.9898,16209.99389,15533.11733,9661.431549,9465.52176,10710.08344,11205.68195
Armenia,,,,,,,,,,,,24.8,77.6,74,70.3,57.4,62.2,51.4,47.8,55.9,50,111.8,102.8,90.5,65.4,80.5,110.5,151.5,76.9,113.3,94.316257,64.299297,91.221471,60.47104,50.241149,43.67242,54.872533,46.996547
"Azerbaijan, Rep. of",,,,,,,,,,,,0.3,92.4,27.5,35.9,53.9,62.2,122.9,69.3,210.2,64.5,69.6,121.2,158.8,132.4,231,177.5,238.9,222,253.3,337.884996,492.623482,381.001974,950.264996,469.841731,434.22347,354.480673,313.38486
Belarus,,,,,,,,,,,,,92,46.5,47.8,53,40.7,30.3,26.2,32,34.9,19,84.2,32.5,34.8,74.4,101.7,134.6,137.2,133.4,156.543879,102.025447,95.141886,93.385923,59.257957,195.019794,72.683559,132.571822
Georgia,,,,,,,,,,,,,47.6,78.8,95.2,82.5,140.7,136.5,66.4,105.7,107,98.9,131.5,226.4,211.6,265.7,364.4,586.5,363.7,300.5,580.009236,541.253019,601.253207,627.537276,341.879041,324.77784,383.427627,478.701092
Kazakhstan,,,,,,,,,,,,14.7,67.7,130.8,65.6,137.9,258.3,103.1,184,127.3,162.7,604.7,168.3,319.5,538.3,646,753,985.6,599.4,737,827.138922,883.647324,1150.149437,1008.95387,508.714694,1111.082559,551.329379,729.219585
Kyrgyz Republic,,,,,,,,,,,,1.9,18.4,6.1,24.6,46.9,28.3,20.5,20.6,22.7,27.6,31.1,39,29.7,31,71,48.7,44.3,51.9,78.4,101.878738,145.49381,106.251152,71.677683,31.649084,19.875395,26.066859,17.021847
Moldova,,,,,,,,,,,,8.9,31.3,23.4,10.2,21.7,19.6,21.9,10.4,28,35.6,30.6,25.1,39.4,40.1,30.3,52.7,66.2,26.9,37.9,39.569462,38.267976,45.602639,35.268886,16.255025,15.086436,18.004764,13.419039
Russian Federation,,,,,,,,,,,,2097.6,2967,2578.7,3065.7,3340.1,3288.7,3584.5,2186,2300.8,2724,2398.5,2450,2958.9,3942.4,4716.9,7365.3,9335.2,5382.8,5968,8318.43925,10695.29138,11144.52579,10752.77251,7086.655834,5797.520847,6987.121082,6667.639313
Tajikistan,,,,,,,,,,,,,11.6,15.1,12.3,17.2,18.6,11.9,13.9,14.3,28.9,33.1,50,55.6,28.9,43.1,52.7,51.5,41.1,56.8,178.246296,54.186972,51.874112,24.503388,18.764486,21.421116,17.918432,14.374735
Turkmenistan,,,,,,,,,,,,,45.5,137.4,34.3,229.1,117.9,28,19.8,72.3,248.5,47.2,34.3,294.4,237.2,112.8,184.7,59.7,310.1,39.9,70.967048,92.019532,261.778552,455.524961,80.585379,106.370738,281.982729,30.903044
Ukraine,,,,,,,,,,,,305,312.2,180.9,222.8,393.7,404.3,367.6,231.6,189.6,205.2,254.9,230.8,398.3,531.7,756.2,1341.6,1868.2,890.1,1344.4,2138.824978,1936.270509,1924.758644,1239.813213,859.580585,1078.488458,1825.938946,2465.070314
U.S.S.R.,2431.6,2592.6,2002.9,3284,2422.8,1247.6,1479.7,2757.2,4271.218,3087.6,3577.6,1035.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,51.8,73.3,89.5,63.2,351.8,234.2,147.5,351.5,166.1,147.7,138.1,256.8,229.9,73.5,53.9,88.7,300.5,97.4,101.4,102.560932,284.611052,356.435025,212.943592,138.006584,317.982687,136.256857,296.379756
Europe n.s.,,,,,,,,26.2,51.569,,16.5,15.6,14.5,4.8,98.6,24.5,21.5,22.5,8.5,9.9,8.2,11,8.2,11.7,10.4,9,14.4,15.9,9.6,8.2,5.161272,2.238367,5.796907,3.789433,3.41032,2.839442,3.391485,3.619401
"Middle East, N. Africa, Pakistan",17583.6,19434.3,17083.7,14669.3,12105.7,10311.2,10461.4,12488.6,13495.97,12959.9,16524.8,18291.2,17847.8,16637.2,17300.8,19739.4,21464.7,21883.5,18627.4,17569.7,17835.1,17401.9,17272,21377.4,29119.7,37705.4,45360.5,55235.2,47328.3,52896.1,61481.02498,69035.68787,74359.00718,73893.21055,70063.69774,67255.13157,64342.69146,64561.633
"Afghanistan, I.R. of",6.5,10,5.1,7.4,3.5,7.6,7.9,5.8,4.781,4.4,2.9,3.7,9.4,5.5,4,16.8,11.4,6.9,18,11.1,6,79.9,60.6,157.6,261.4,417.5,488.7,481.7,1511.5,2152.4,2921.861778,1521.555394,1409.638976,792.389357,499.749292,913.455559,937.320005,1233.900863
Algeria,717.3,909.1,594.4,520.2,430.1,452.9,426.4,727.8,758.485,947.7,727.4,676.5,895,1191,775,631.6,694.9,650.1,469.7,872.9,1047.1,984.5,487.4,972.1,1161,1101.8,1652.5,1243.2,1109,1194.2,1596.975135,1363.163393,1848.703921,2616.993205,1876.462218,2237.088054,1061.188643,1250.222221
"Bahrain, Kingdom of",296.4,219.8,135.9,145.2,107,194.3,204.7,280.7,488.672,718.4,501.1,488.9,653.1,443.2,253.3,243.7,405.6,294.9,357.9,411.1,433,419.2,508.8,300.5,350.7,490.7,591.4,829.5,668.4,1249.5,1214.407158,1176.914298,1017.911665,1059.757847,1274.052619,902.08104,907.20578,2036.542012
Djibouti,7.2,7.4,6.4,8.3,4.6,5.7,3.8,4.6,3.122,7.3,10,10.6,13.2,6.8,9.7,8.1,7.4,20,18.1,16.9,18.6,56,34.4,43.3,47.8,47.8,59.1,140.9,196.7,124.4,129.1755,118.84164,164.483264,110.874793,152.732281,144.988388,162.70055,109.480171
Egypt,2159.3,2875.3,2812.8,2704.1,2322.6,1981.7,2210.5,2325.9,2609.631,2248.8,2720.5,3087.4,2762.6,2843.9,2985.3,3146.2,3840,3059.6,2981.8,3389.9,3778.1,2866,2660.2,3104.5,3168.9,4103.7,5347.1,6030.9,5257.5,6836.7,6228.228507,5498.319529,5175.345787,6472.584576,4748.302936,3506.514284,3983.584418,5056.506525
"Iran, I.R. of",300.3,121.9,190.1,162.1,73.9,34.1,54,73,60.006,126.9,527.3,747.5,616.1,328.8,238.1,0.3,1.1,,47.9,16.6,8.2,27.2,99,85.3,95.7,85,145.7,683.2,281.9,208.4,233.18316,251.122746,308.142294,186.549561,282.172808,172.139674,137.705044,440.464702
Iraq,913.6,846.2,511.6,664.1,426.9,527.3,683.5,1145.5,1173.526,639.7,0.2,0.4,4.1,0.8,0.2,2.8,82,106.5,19.6,10.9,46.4,31.6,315.6,856.1,1372.1,1493.8,1574.5,2122.9,1774.9,1646.1,2400.364843,2053.842278,2021.733722,2105.746032,1969.642941,1268.731431,1197.589695,1313.195634
Jordan,726.5,619.6,435.9,298.7,377.5,331.9,365.1,372.9,380.721,309,219.8,249.9,362.5,288.3,333.2,344.8,402.4,353,302.5,303.6,343.2,404.3,491.9,552.3,643.3,650,856.7,940.6,1193.5,1174.9,1449.688144,1766.366354,2084.046483,2050.38909,1367.916673,1494.813446,1962.920002,1606.494998
Kuwait,976.4,940.8,740.9,635.5,550.6,656.7,504.5,690.5,854.963,400.7,1228.2,1327,1008.9,1175.2,1416.3,1979.1,1394,1479.2,1069,811.4,905.7,1014.7,1509,1519.3,1974.3,2134.8,2485.3,2719.4,1951.8,2777.3,2749.651553,2681.906798,2597.574231,3648.59072,2750.626757,3296.077162,5166.500947,2984.171244
Lebanon,295.5,293.8,484.3,285.9,140.9,106.3,96.5,123.5,93.552,98.2,165.3,310.7,376.6,443.1,589.5,627.5,551.4,514.2,379.8,368.3,418.1,318,314.3,463,463.8,933.6,826.1,1463.1,1440.9,1839.6,1807.311627,1039.943,1034.282106,1268.529171,1256.339084,1134.639141,1248.540569,1317.309014
Libya,813.3,301,190.8,199.9,311.1,46.1,,,0.002,,0.1,,0.2,,,,,,,18,9,18.3,0.1,39,83.9,435.1,510.4,721.2,666,665.3,307.238676,549.022033,864.518039,531.855792,218.000522,188.880259,134.676582,244.117629
Mauritania,26.9,26.3,27.3,25.8,26.4,15.4,8.2,16.9,12.545,14.5,21.4,61,19.2,13.9,42.9,15.4,18.2,19.4,25.8,15.3,25.5,22.8,35,77.5,85.8,90.3,102.5,106.6,56.1,83.5,243.310966,291.59387,245.484751,149.239173,126.970019,116.311103,127.788411,88.167091
Morocco,429,396.6,439.6,526,279.1,486.5,382.8,425.9,398.016,497,402.6,493.2,602.2,405.4,522.1,476,437.9,553,524.5,529.6,285.9,565.5,465.1,523.3,527.6,875.7,1343.1,1518.7,1606.1,1947.3,2823.307066,2170.396557,2483.740957,2102.225551,1608.420526,1865.991355,2116.409773,2945.071867
Oman,180.6,172.6,174.9,168.3,160.4,159.6,173.1,129.7,169.59,162.9,203.2,257.6,251.8,219.1,219.5,215.3,342.1,302.6,197.8,200.4,306.1,356.6,323.1,329.8,593.2,853.8,1059.3,1415.5,1087.5,1101.3,1436.672881,1746.916573,1571.253845,2015.911666,2364.234785,1783.92404,2095.835851,2421.284675
Pakistan,491.8,699.8,812.3,1092.6,1041.7,830,733.2,1089.8,1135.591,1143,950.8,876.6,810.1,719.1,934.5,1277.1,1234.1,726.2,458.7,467.3,542.5,694,839.6,1810.8,1246.9,1989.5,2035.1,1993.1,1625.1,1899.6,1988.78584,1530.065196,1645.795477,1512.131876,1837.838668,2101.095422,2809.139413,2929.193935
Qatar,157.2,153.2,108.5,84.2,63.9,62.3,75.6,98.6,100.721,114.5,147.2,188.9,166.4,161.8,223.2,207.2,359.8,354.1,155.1,193.2,335.7,314.2,408.4,454.7,986,1331,2762,3077,2720.2,3163.9,2806.681719,3577.715161,4958.364444,5173.424396,4231.839316,4928.701214,3118.572355,4423.31597
Saudi Arabia,7327.3,9026,7903.4,5564.4,4474.3,3448.8,3373.6,3774.8,3575.968,4034.8,6572.2,7163.4,6665.7,6010.5,6085.1,7295.3,8451,10524.9,8286.9,6936.9,5970.4,4778.6,4595.9,5245.1,6829.7,7808.4,10399.4,12478,10803.7,11590.9,13923.66467,17961.23847,18960.15983,18704.9155,19690.17562,18022.55751,16260.51132,13624.38022
Somalia,58.8,46.6,45.9,76.2,57.4,58.1,43.3,30,20.854,11.5,7.2,20.9,30.5,30,8.1,4.2,2.9,2.5,2.8,4.7,6.6,6.1,7.1,9.2,8.9,20,20.8,64.6,4.1,1.3,6.081543,16.734553,15.959166,35.653738,45.799249,36.8712,72.425736,50.137865
Sudan,208.3,270.1,156.8,135.8,243.2,89.8,152,108.5,80.841,42.3,92.3,52.6,52.5,54.5,43.5,50.2,37.4,6.8,7.2,16.6,17.4,10.8,26.2,68.2,103.1,77,67,143.2,78.8,115.6,74.694129,55.49129,88.26845,77.177678,60.281016,58.741519,71.556438,95.070915
Syrian Arab Republic,142.8,137.8,112,104,106.5,59.3,93.4,88.4,91.518,150.5,206.5,168.3,185.8,198.5,223.4,226.3,180.6,161.3,169.7,211.1,226.4,274.1,214.1,211.4,157,224.3,361.5,408.7,303.8,511.3,230.164836,19.471324,21.642124,6.794271,3.362772,3.654144,7.032094,50.673806
Tunisia,222.2,213.5,216.2,433.6,256.2,162.7,119.3,184.9,159.999,178.5,171.1,232.4,232.3,327.1,214.9,189,251,196.8,282.5,287.5,278,195.1,170.5,258.1,260.8,362.8,403,502.7,502,571.3,597.007683,614.865677,870.178082,831.402374,559.746846,524.23531,551.252948,596.61144
United Arab Emirates,1076.9,1100.6,863.7,695.1,596.5,493.3,619,704.9,1239.602,998.2,1455.6,1552.4,1811.4,1592.8,1993.6,2526.8,2605.5,2369.7,2680.2,2280.7,2639.7,3598.3,3510.3,4063.7,8476.7,11921.2,11609.3,15748.9,12107.2,11638.4,15921.62942,22559.10872,24452.45495,22069.2724,22979.15405,22381.77239,20005.42796,19548.34059
West Bank and Gaza,,,,,,,,,,,,,,,0.1,0.2,0.5,4.3,8.5,5.8,2.2,0.1,0.3,0.2,3.8,2.3,17.8,0.2,0.6,2.4,1.193113,1.626674,1.072665,1.924112,1.087216,1.186798,2.053987,1.882025
Yemen Arab Rep.,43.9,38.3,107.6,69.8,42.3,79.5,116.4,79,70.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, P.D. Rep.",5.6,8,7.3,62.1,9.1,21.3,14.6,7,7.715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Republic of",,,,,,,,,,111.1,191.8,321.3,318.2,177.9,185.3,255.5,153.5,177.5,163.4,189.9,185.3,366,195.1,232.4,217.3,255.3,642.2,401.4,381,400.5,389.745032,469.466337,518.251949,368.877664,158.789526,170.681123,204.752933,195.097586
Middle East n.s.,,,,,,,,,4.598,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,6292.5,5098.6,4134.6,4195.8,3455.5,2672.6,2936.7,3574.2,3668.359,3988.1,4668.7,5243.9,4684.2,4334.5,5300.9,6073.9,6109.4,6644.2,5605.2,5838.6,6899.9,5928.2,6792.6,8375,10072.1,11883.3,14152.9,18153.7,14795.2,16744,20706.4945,22023.23121,23477.97808,25088.07617,17450.12645,13245.43113,13676.17649,15501.17936
Angola,268.3,158.5,90.8,103.1,136.9,83.1,94.4,101,97.637,149.7,188.2,157.5,168.6,203.5,259.9,268,280.8,354.3,253.1,219,276.1,372.5,491.9,594.3,928,1550.3,1280.2,2116.8,1422.9,1291.8,1503.222549,1490.579464,1443.438524,2039.125048,1163.507726,1275.762204,810.409198,526.550201
Benin,18.8,24.5,12.4,12.5,67.2,16.9,16.2,21,17.59,23.6,26.2,26.9,21.7,26,34.1,27.2,51.7,43.5,33.8,26.8,32.3,35.3,30.1,45.1,70.9,115.6,289.3,846.3,398.3,465.6,617.574838,572.964557,605.364254,780.951521,632.077892,232.274936,251.780177,255.593009
Botswana,6.5,5.1,4.1,18.5,16.1,20,28.8,41.3,30.089,19.1,30.8,46.6,24.7,22.7,35.7,28.9,43.1,35.6,34.6,32.7,43.4,31.7,26,53.9,67.3,26.8,53.8,62.1,93.3,47.2,44.273591,47.983957,82.090829,52.866146,39.04197,42.305484,93.062624,81.898126
Burkina Faso,22.2,13.5,14.3,20.9,27,9.8,10.3,15.4,10.769,14.7,23.6,13.2,17.6,7.2,14.6,10.5,18.3,16.2,12,15.7,4.4,18.6,10.9,22,25.1,17.9,33,24.6,26,46.7,33.26022,47.276772,77.598603,72.304388,54.435611,35.349355,58.97216,59.498247
Burundi,3.9,3.8,3.6,9.3,6.1,1.6,1.6,1.3,0.827,1,1.8,9.6,2.3,17.8,2.8,2.1,0.5,4.8,2.6,1.8,5.2,1.6,2.9,17.3,7.5,6.6,7,7.3,8.6,14.4,32.788844,19.939674,16.711425,5.59877,5.854037,8.405536,8.13276,14.585766
Cabo Verde,,,,,,,,4.1,3.163,5.9,4.3,4.1,18.6,4.6,7.1,67.8,9.9,9.6,7.4,6.9,7.5,9.6,9.2,50.9,9.7,13.5,5.7,12.4,6.5,9.9,11.46267,7.765222,9.134281,7.283602,7.30256,8.704993,9.154193,8.560372
Cameroon,152.2,85.4,93.5,65.8,68.6,47.7,47.1,30.2,35.821,46.5,45.8,57,45.9,53.5,45.8,70.7,122,75.1,37.6,60.7,184.1,155.8,90.8,99.6,117.2,120,133,125.1,153.7,132.4,220.567654,253.043417,335.737087,301.070473,220.875247,189.867274,159.70602,196.71753
Central African Rep.,0.6,1.2,1,0.5,1.2,1,1.5,3.2,5.604,1.4,1.1,0.9,5,4.1,6.3,3.6,3.7,4.7,3.5,2.3,3.7,6.5,7.4,30,14.8,25,19.7,23.5,31.6,10.4,12.335446,8.51584,4.10335,32.322366,33.924555,9.454798,11.185272,22.932802
Chad,0.7,1.8,12.6,17.4,25.2,6.8,9.3,32.5,35.17,8,13.7,5.3,7.8,7.3,10.5,3.4,3.2,3.7,2.6,9.4,137.1,127.4,64.4,40.2,53.7,60.3,71.1,62.6,62.7,88.3,35.450336,36.551674,41.460707,66.499541,56.532483,32.886921,31.513128,52.68178
Comoros,0.1,0.7,0.1,0.5,1.5,0.2,1.4,0.7,0.184,,,0.6,0.2,0.1,0.6,,0.3,0.6,0.1,0.8,1.4,0.1,0.6,0.6,0.3,,0.2,0.5,1.9,1.2,1.095278,0.954373,3.491014,3.452794,1.507078,1.348453,1.375097,2.777625
"Congo, Dem. Rep. of",141.3,90.5,83.1,82.3,104.6,104.5,103.6,124,121.856,138.4,61.7,32.8,35.2,39.6,76.9,73.3,38,33.9,21.2,10.2,18.6,28.2,30.6,66.7,64.4,70.7,112.9,130.4,79.9,93.5,165.92539,199.549248,169.806311,181.848831,136.375247,83.33675,74.804219,78.869512
"Congo, Republic of",24.9,68.9,15.9,12.1,19.2,9.2,9.3,20.4,12.081,89.7,43.1,59.8,27.3,37.9,54.8,62.4,75.3,92.2,49.4,77.3,90.3,52.3,78.7,65,103.9,138,140.1,184.5,277.1,254.6,227.293001,237.200621,222.397877,321.466589,248.520945,130.947297,116.740991,100.253911
Côte d'Ivoire,129.7,96.6,60.8,64.4,69.7,59.4,82.3,73.8,79.223,78.5,81.5,87.3,88.2,111.2,173.3,141.2,150.6,151.7,109.2,97.2,96.9,76.2,102.9,118,124,147.4,161.6,253.9,206.2,162.6,131.405294,188.087985,167.576533,239.079267,264.024893,286.135963,329.754363,311.393487
Equatorial Guinea,0.7,0.5,0.6,0.2,0.4,,,0.3,0.21,,12.1,10.9,3.3,1.9,5.4,16.8,47.1,86.7,225.6,92.5,80.3,108.7,336.4,215.3,249.1,551.6,236.4,184.4,306,271.8,285.39425,233.161535,756.139906,574.79479,158.536452,278.430156,111.842883,139.458254
Eritrea,,,,,,,,,,,,,0.9,8.4,16.3,13.9,16.2,25,6.4,16.7,21.8,28.8,87,54,31.1,8.8,6.1,14.8,6.7,2.5,4.308872,5.863859,13.476312,5.327596,3.497538,3.048377,5.021254,8.190789
"Eswatini, Kingdom of",7.3,1.8,3.7,0.5,1,0.7,5.9,4.7,1.558,7.9,4.4,3.6,2.5,5.4,3.2,2.2,5.1,8.2,12.9,8.9,12.1,11.5,8.2,12.3,11.9,12.1,29.1,12.1,14.6,22.1,20.075203,40.22686,22.681861,25.717762,28.628668,25.624248,24.07408,33.335483
Ethiopia,62.1,42.9,42.5,173.8,203,103.3,136.4,173.9,68.531,157,210.3,249.5,137.2,143,148,147.9,120.7,88.3,71.6,141.9,61.2,60.4,409.1,459.1,514.9,137.3,167.7,301.7,276,764.6,689.890633,1274.672068,688.507736,1668.97597,1554.718478,827.289072,873.497842,1310.886716
Gabon,127.9,110,63.5,34.6,91.2,25.5,52.4,56.9,46.348,48.9,84.8,54.7,48.2,40.1,54.3,56.1,83.7,62.4,48.9,64.6,74.5,65.4,63,93,98.2,135.2,477.6,283.9,170.8,242.8,205.15105,319.048462,307.983525,417.347429,203.933726,84.761799,89.291427,113.03038
"Gambia, The",3.3,5.6,5.7,14.5,11.3,13.8,11.8,16.4,10.268,,10.6,10.2,10,3.9,6.1,8.6,9.6,9.4,10.1,7.5,8.5,9.5,26.6,23.1,30.5,21.2,20,28.7,33.8,29.4,29.366112,27.458509,34.135359,41.538614,37.837725,40.16903,39.240269,41.419417
Ghana,153.6,116,118.7,45.9,53.4,83.9,114.5,117.1,122.725,138.5,141.9,123.6,214.4,124.6,157.1,295.3,314.3,223.5,238.9,185.9,199.9,192.6,209.3,306.4,337.6,289.6,415.9,608.7,634.3,982.7,1199.086566,1322.494666,982.392732,1186.24358,887.248657,830.493769,885.676246,793.031626
Guinea,53.1,27.8,22.2,33,50.9,24.3,35.5,34.8,39.957,42.9,88.7,60.5,59.5,49.7,66.6,86.9,83,65.5,56.4,68.8,78.3,62.9,35.6,58.6,124.9,64.8,73.7,101.8,94.7,85.2,256.160269,154.622237,79.46298,65.185635,134.525331,84.423235,102.690802,127.171851
Guinea-Bissau,,,,,,,10,1.9,1.851,1.2,1.5,1.3,1.6,1,0.8,6.9,2.6,1,0.9,0.6,0.8,2.4,1.2,1.2,2.2,5.7,6.8,2.1,1.6,4.3,11.838657,21.095196,6.643733,2.90428,2.20481,3.672255,3.753764,18.555456
Kenya,150.2,97.7,68.9,73.6,96.7,69.5,95,92.2,133.016,115.9,92,124.1,116.5,169.5,113.9,104.2,225.6,198.9,187.9,281.7,577.4,271.3,196.8,393.8,632.4,525.9,584.2,474.3,654.3,362.8,461.441784,568.583714,635.688855,1640.898833,936.761011,393.866451,455.497125,365.148185
Lesotho,8.8,6.3,7.1,11.8,6.8,8,6.9,4.4,4.049,2.8,3.4,3.2,3.8,3.1,1.8,2.6,2.4,1.3,0.6,0.6,0.7,2,4.9,5.5,3.8,3.8,7.4,1.3,16.6,11.3,13.181171,16.514237,0.571144,2.449565,0.881897,2.088229,1.901616,2.311991
Liberia,128.5,113.4,109.6,96.6,72.9,65.5,70,68,98.304,44.4,46,30.6,20.2,46.3,41.9,49.8,42.8,50.1,48,46.7,36.8,27.8,33.3,60.5,75,67.9,75.8,156.7,94.9,190.1,195.207824,241.089095,173.207342,184.437212,135.854729,176.478842,144.119156,217.105318
Madagascar,16.2,23.8,22.3,39,32.7,25.1,18.5,12.3,7.332,11.5,14.2,6.1,10.9,47.9,18,11.5,11.5,13.4,8.9,15.3,21,15.2,46.3,35.6,28.1,44.7,31.9,70.9,166,116,56.283902,64.275029,64.007569,46.800265,54.558745,42.236077,53.401804,112.844651
Malawi,5,3,3.4,3.1,4.5,2.5,5,12.3,14.103,13.7,54.7,13.7,15.8,18.9,17.9,13.4,17.7,14.5,8.6,13.1,14.8,30,16.7,21.6,27.9,45.7,51.6,45.2,40.3,37.1,56.973282,63.951198,54.498745,50.669581,36.006014,42.150311,28.214375,17.243215
Mali,4.8,7.8,9.7,15,30.2,17.3,10.1,19.9,10.66,9,18.5,11.4,32.6,19.1,23.2,18.4,26.2,25.3,30,34.6,32.6,11.1,31.2,43.1,32.3,43.3,31.9,30.9,36.8,37.3,55.077612,59.745089,49.893003,38.462373,72.231316,73.105301,61.990395,78.958947
Mauritius,18.3,15,8.6,8.8,11,10,26.1,149,12.402,11.9,15.4,20.7,17.9,23.7,24.6,25.3,31.4,23.4,38.9,24.2,29.1,27.4,32,28.5,31,35.7,49.9,51.4,69.9,40.1,46.369941,95.986858,42.05467,35.219286,58.4647,86.964145,63.308031,123.581929
Mozambique,35,26.4,19.9,22.4,55.8,23.4,50.1,54.9,40.854,50.3,101,149.7,37.1,39.4,49.3,21.9,45.9,45.7,36.3,62.1,28.6,98,62.5,76.2,62.2,64.8,114.9,213.4,190,225.1,459.242488,351.608971,303.016499,375.16357,264.560995,146.950907,179.941797,184.99253
Namibia,12.8,7.7,3,3.8,19.3,19.8,1.5,2,12.698,44.3,32.4,34.2,19.7,16.4,26.5,22.1,25.5,51.2,199.4,79.9,255.5,57.8,28,72.8,113.7,126.8,127.9,280.3,202.3,109.8,136.564152,184.614633,235.244409,342.741711,127.933328,212.919226,100.908898,202.648967
